trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms
7159.0,6.7717e-09,3.3558e-09,1.135e-09,4.1197e-09,5.7428e-08,1.4312e-08,5.81e-07,2.0884e-07,1.2165,0.2497,0.0,0.6857,0.1177,0.192,0.2032,0.055,0.576
7164.0,3.2372e-08,4.7933e-09,4.031e-08,4.1336e-09,5.6421e-08,1.0204e-08,0.0,1.2805e-07,1.2206,0.1888,0.0,1.0488,0.0916,0.128,0.5349,0.0429,0.64
7167.0,3.6808e-07,2.6725e-08,3.5661e-07,2.5581e-08,7.2704e-07,7.5966e-08,0.0,6.3298e-07,1.0464,0.1871,0.32,0.9246,0.0911,0.064,0.6906,0.0442,0.512
7170.0,2.5985e-06,3.0883e-08,3.9783e-06,3.4399e-08,1.8571e-05,1.098e-07,0.00012526,1.9352e-06,14.4239,0.4326,4.032,13.7072,0.2132,4.096,11.2531,0.0963,4.16
7172.0,5.2983e-07,1.3492e-08,4.9764e-07,1.1618e-08,1.6914e-06,3.1247e-08,3.4513e-06,3.4897e-07,7.0835,0.3417,0.896,6.3518,0.1642,0.896,5.138,0.0758,1.472
7173.0,1.5045e-08,3.6121e-09,2.0117e-08,3.0822e-09,1.8636e-07,1.0202e-08,1.6896e-06,2.011e-07,2.5426,0.2272,0.0,1.4965,0.0994,0.448,0.8278,0.0447,0.576
7178.0,1.2883e-06,6.4789e-08,9.583e-07,4.7378e-08,1.0732e-06,1.2679e-07,1.2172e-06,1.5218e-06,1.5531,0.2305,-0.384,1.3752,0.1135,0.064,1.1289,0.0555,0.448
7183.0,2.1572e-07,1.8524e-08,1.7999e-07,1.1803e-08,1.6803e-07,3.3941e-08,2.0993e-07,4.1715e-07,1.1456,0.19,-0.576,1.0457,0.0944,0.064,0.8614,0.0465,0.192
7185.0,4.3267e-06,5.3991e-08,4.427e-06,5.1531e-08,6.4041e-06,1.2642e-07,0.0,5.8698e-07,5.8478,0.3205,146.816,5.0941,0.1539,146.944,4.5347,0.0742,147.648
7187.0,1.2177e-08,3.7155e-09,2.7371e-08,3.9014e-09,8.5034e-08,1.0355e-08,1.476e-07,9.9503e-08,5.8337,0.2999,0.0,2.4258,0.1204,0.128,0.5496,0.0502,0.576
7191.0,2.1423e-08,5.5243e-09,1.8076e-08,4.1409e-09,1.2317e-07,1.3669e-08,1.0269e-07,1.5028e-07,1.2702,0.2108,-0.064,0.9437,0.1028,0.128,0.5853,0.0494,0.384
7206.0,1.9247e-07,1.2121e-08,2.1067e-07,1.1261e-08,5.3816e-07,3.3032e-08,1.1487e-06,4.369e-07,1.1276,0.1898,0.704,0.9161,0.0926,0.768,0.8411,0.0459,1.024
7207.0,5.1952e-07,1.8684e-08,7.1054e-07,1.8808e-08,1.6794e-06,5.0342e-08,7.9065e-07,4.5966e-07,3.0732,0.2369,5.568,2.7571,0.115,5.696,1.5432,0.05,7.616
7209.0,2.7798e-07,1.6363e-08,4.6933e-07,1.7373e-08,1.3509e-06,5.1844e-08,9.9509e-08,3.7241e-07,1.5257,0.2047,3.328,1.3053,0.0989,3.456,1.083,0.0485,3.904
7213.0,8.6172e-07,5.6899e-08,6.6785e-07,4.3652e-08,1.0576e-06,1.0428e-07,4.8465e-06,1.7203e-06,0.8989,0.1907,-1.344,0.7534,0.0931,-0.704,0.6352,0.0459,0.064
7219.0,1.0747e-06,3.828e-08,1.6897e-06,3.5057e-08,5.319e-06,8.7374e-08,3.0258e-06,6.7246e-07,1.3322,0.2114,26.432,1.216,0.1048,27.904,1.0009,0.0512,26.816
7227.0,5.0362e-09,3.296e-09,1.1659e-08,3.385e-09,8.0677e-08,1.0123e-08,8.7616e-08,9.5308e-08,2.2037,0.2264,0.064,1.3728,0.103,0.128,0.3963,0.0455,0.576
7228.0,8.4277e-07,4.0711e-08,1.1049e-06,3.8565e-08,2.8038e-06,1.3023e-07,2.1717e-06,1.407e-06,2.9216,0.2859,3.52,2.5678,0.1412,3.648,2.1769,0.0684,4.032
7230.0,4.713e-07,2.7861e-08,6.1457e-07,1.9873e-08,2.4972e-06,5.1409e-08,6.6708e-06,5.861e-07,2.886,0.2586,15.808,2.5755,0.128,15.808,2.2888,0.0625,16.512
7233.0,7.813e-07,5.8197e-08,5.5002e-07,3.7317e-08,8.9989e-07,1.0509e-07,0.0,1.2576e-06,1.1585,0.208,0.768,0.8748,0.1011,0.96,0.6898,0.0495,1.152
7236.0,2.6081e-06,4.6271e-08,2.6561e-06,4.0443e-08,7.938e-06,1.1162e-07,8.2797e-06,1.3067e-06,1.74,0.1994,79.104,1.7078,0.099,79.296,1.5128,0.0482,79.744
7238.0,1.238e-08,4.1959e-09,1.8399e-08,3.5573e-09,8.3663e-08,9.2684e-09,1.9427e-07,9.689e-08,1.8953,0.2101,0.0,1.4103,0.0987,0.192,0.4461,0.0441,0.512
7240.0,1.2243e-07,8.0141e-09,2.8792e-07,9.8495e-09,1.7605e-06,3.0886e-08,8.8815e-06,3.7995e-07,12.9959,0.4681,3.072,11.2344,0.2195,3.2,5.3004,0.0821,3.776
7247.0,2.243e-06,4.4612e-08,4.308e-06,4.7716e-08,2.0801e-05,1.3749e-07,0.00015577,2.2604e-06,4.5031,0.2724,35.008,4.1625,0.1331,35.008,3.5179,0.0634,35.136
7250.0,3.2548e-06,7.331e-08,3.7907e-06,6.5764e-08,6.8674e-06,1.7928e-07,3.4911e-06,1.5928e-06,2.8472,0.2531,5.952,2.6427,0.1248,6.016,2.3744,0.0609,6.336
7255.0,9.6404e-07,2.0662e-08,1.9604e-06,2.4084e-08,7.5287e-06,6.8816e-08,6.6596e-06,5.7476e-07,5.391,0.2919,7.872,5.289,0.1442,8.192,4.8944,0.0702,8.32
7263.0,2.7154e-07,2.2974e-08,2.4574e-07,1.8772e-08,7.5569e-07,4.8069e-08,3.9208e-06,8.0954e-07,1.0414,0.2012,0.512,0.913,0.0979,0.64,0.856,0.0484,1.344
7270.0,1.7867e-06,1.1372e-07,2.6117e-06,8.48e-08,9.2746e-06,2.5056e-07,8.8607e-06,2.5821e-06,1.5567,0.1997,504.576,1.2687,0.0964,504.704,0.8995,0.0456,198.912
7277.0,4.1453e-06,3.7099e-08,3.9736e-06,2.8912e-08,8.8458e-06,6.859e-08,5.908e-06,5.3786e-07,7.4412,0.3141,25.6,6.4647,0.1496,25.728,5.243,0.0699,25.728
7281.0,3.1581e-07,8.7085e-09,4.4451e-07,7.4906e-09,1.2429e-06,1.9651e-08,1.0819e-06,1.3698e-07,16.8377,0.4239,0.128,15.0592,0.2018,0.256,7.3842,0.078,0.832
7283.0,5.6524e-09,3.3711e-09,2.6099e-08,4.1687e-09,1.8683e-07,1.3859e-08,4.3711e-07,1.4793e-07,1.6708,0.2287,0.32,1.481,0.1107,0.192,0.8143,0.0507,0.64
7285.0,1.7877e-06,7.7775e-08,2.8396e-06,7.7339e-08,6.2254e-06,2.1825e-07,1.1983e-05,2.5061e-06,2.4479,0.2704,0.832,2.2472,0.132,0.96,2.0071,0.0644,1.28
7287.0,1.2173e-08,3.7299e-09,1.4043e-08,4.0195e-09,1.2571e-07,1.2442e-08,5.1919e-07,2.0738e-07,6.3173,1.0217,0.0,2.0645,0.1234,0.192,0.5479,0.0545,0.512
7290.0,3.6822e-08,4.8245e-09,5.5311e-08,5.1048e-09,5.4248e-07,1.5801e-08,6.0036e-06,2.645e-07,3.4757,0.2595,0.128,3.3479,0.1281,0.32,2.278,0.057,0.896
7292.0,1.2017e-08,3.5377e-09,1.8008e-08,3.0382e-09,1.6684e-07,9.9459e-09,5.5945e-08,7.6594e-08,3.6048,0.2473,0.064,2.6449,0.1125,0.192,0.7731,0.0446,0.512
7293.0,8.3172e-07,3.4668e-08,1.8835e-06,3.878e-08,6.3503e-06,1.0161e-07,1.0516e-06,6.0812e-07,3.0575,0.2333,3.776,2.9467,0.1148,3.328,2.8734,0.0569,3.84
7294.0,1.1333e-08,4.5019e-09,7.2945e-09,3.6865e-09,1.5413e-07,1.2723e-08,1.018e-06,2.9608e-07,3.2593,0.305,0.064,2.3167,0.1269,0.192,0.5853,0.0535,0.512
7295.0,1.4241e-06,6.107e-08,1.4266e-06,5.0095e-08,7.1707e-06,1.4798e-07,1.2323e-05,1.6973e-06,3.4959,0.3462,2.048,3.2569,0.1694,2.24,3.1915,0.0842,2.88
7297.0,6.4135e-09,4.1172e-09,2.0521e-08,4.6817e-09,1.2825e-07,1.4325e-08,6.5662e-07,2.0401e-07,1.0358,0.2008,-0.128,0.8179,0.0974,0.064,0.5975,0.0468,0.576
7298.0,5.5918e-07,2.5703e-08,3.5396e-07,1.7923e-08,9.9643e-07,5.2954e-08,1.6287e-06,7.13e-07,2.057,0.2569,0.832,1.8126,0.1254,1.472,1.5508,0.0612,1.472
7301.0,3.2189e-05,8.2952e-08,3.7188e-05,7.4026e-08,0.00012977,1.999e-07,0.0004122,2.1057e-06,86.5344,0.9337,167.552,78.4035,0.4455,167.68,66.6964,0.2066,168.448
7305.0,6.5039e-08,4.2674e-09,9.5624e-08,4.1809e-09,5.8573e-07,1.2522e-08,3.358e-06,1.5069e-07,14.8166,0.4119,0.448,7.765,0.1583,0.576,2.9913,0.0592,0.896
7310.0,2.3151e-06,5.5942e-08,3.9833e-06,5.7119e-08,1.4128e-05,1.6364e-07,3.4082e-05,1.9438e-06,1.3524,0.2261,70.208,1.2784,0.1112,70.336,1.1297,0.0545,71.04
7318.0,4.4238e-07,2.5674e-08,1.0175e-06,2.728e-08,5.4862e-06,8.5269e-08,2.6271e-05,1.1546e-06,4.0609,0.5591,7.936,3.9428,0.1471,8.0,3.4579,0.0711,8.384
7319.0,9.5072e-07,2.9127e-08,1.132e-06,2.6596e-08,2.8727e-06,7.5476e-08,5.7032e-06,9.3324e-07,2.8551,0.2447,7.36,2.7517,0.1202,7.424,2.5115,0.0586,7.488
7322.0,4.1118e-07,4.1118e-08,3.9807e-07,2.4217e-08,1.3784e-06,6.1935e-08,3.7623e-06,7.1814e-07,1.5829,0.2655,10.816,1.3976,0.1327,10.816,1.274,0.0657,11.136
7323.0,9.1602e-07,7.499e-08,1.0754e-06,6.1835e-08,2.0508e-06,1.4987e-07,4.0557e-06,1.7977e-06,0.7409,0.1861,5.504,0.5699,0.0902,0.064,0.4805,0.0447,0.448
7328.0,2.1131e-06,5.4164e-08,1.6922e-06,3.4695e-08,1.7741e-06,1.0127e-07,1.5692e-06,1.0694e-06,1.3698,0.2255,2.368,1.2303,0.1112,3.136,1.1428,0.0554,3.264
7329.0,1.0484e-07,7.7231e-09,1.8131e-07,7.6329e-09,2.1735e-06,2.925e-08,1.0566e-05,4.2413e-07,4.2126,0.2656,1.728,4.0533,0.1305,1.856,3.4232,0.0624,1.856
7335.0,3.7337e-07,5.4643e-08,3.6712e-07,3.4434e-08,1.5751e-06,9.5526e-08,5.4848e-06,1.2903e-06,1.8782,0.2715,1.536,1.3933,0.128,0.064,1.162,0.0623,0.768
7343.0,1.0859e-05,4.6417e-08,1.48e-05,5.0036e-08,8.7229e-05,1.6176e-07,0.00037433,1.9596e-06,16.9624,0.4825,25.216,16.6279,0.2389,25.28,16.4128,0.1187,25.92
7344.0,1.2948e-08,4.5769e-09,1.3233e-08,3.9672e-09,1.2781e-07,1.1081e-08,1.3849e-06,1.9891e-07,2.6955,0.2635,0.064,1.7904,0.1206,0.128,0.5835,0.0525,0.512
7352.0,5.2088e-08,1.0848e-08,1.0808e-07,1.1247e-08,3.4655e-07,3.4689e-08,0.0,2.025e-07,0.8007,0.3046,1.6,0.6414,0.0998,0.576,0.5171,0.0489,1.216
7353.0,2.7612e-08,3.7666e-09,4.2761e-08,3.5752e-09,4.5934e-07,1.4233e-08,8.6805e-06,3.441e-07,8.4761,0.3789,0.064,7.2811,0.173,0.256,2.0062,0.0583,0.512
7357.0,3.1898e-07,4.1992e-08,2.6749e-07,3.04e-08,9.5066e-07,8.9274e-08,3.5987e-06,1.4597e-06,0.9967,0.2138,0.0,0.8062,0.1044,0.192,0.7395,0.052,0.832
7358.0,2.0313e-07,2.3814e-08,2.6062e-07,1.8178e-08,9.6877e-07,5.4252e-08,1.1003e-06,5.9175e-07,0.9807,0.2073,2.048,0.7436,0.0991,1.856,0.6742,0.0492,2.56
7359.0,0.0,2.7311e-09,4.7558e-09,3.1588e-09,2.4658e-08,1.0155e-08,4.5962e-07,1.957e-07,0.9094,0.1904,0.0,0.5284,0.092,0.128,0.128,0.0406,0.512
7360.0,7.5595e-06,6.1184e-08,8.8438e-06,5.6254e-08,2.2017e-05,1.532e-07,2.0102e-05,1.594e-06,5.8795,0.2997,46.336,5.5507,0.1469,46.4,4.9916,0.0712,46.464
7361.0,9.4761e-09,4.1314e-09,1.4975e-08,4.1524e-09,7.8501e-08,1.1873e-08,0.0,1.068e-07,1.4644,0.2057,-0.128,0.9129,0.096,0.0,0.2886,0.0448,0.064
7366.0,2.0354e-08,4.4927e-09,2.3502e-08,3.7453e-09,1.3842e-07,1.1106e-08,9.4269e-07,1.6903e-07,7.7067,0.3397,0.0,2.8343,0.1267,0.128,0.7169,0.0516,0.512
7367.0,4.5805e-08,6.1026e-09,5.7082e-08,5.9103e-09,9.7379e-08,1.6275e-08,4.2846e-08,1.3846e-07,1.4881,0.2324,0.32,1.1777,0.1125,0.32,0.848,0.0545,0.768
7369.0,7.2301e-07,4.4338e-08,1.2398e-06,4.5668e-08,3.6242e-06,1.509e-07,7.3249e-06,1.9201e-06,1.7237,0.2462,25.28,1.443,0.1203,25.28,1.2228,0.0591,25.856
7371.0,2.094e-07,2.9896e-08,2.209e-07,1.7949e-08,1.9041e-07,4.9412e-08,8.1336e-07,8.0053e-07,0.8302,0.2122,-0.512,0.6842,0.1083,1.088,0.4517,0.051,3.136
7374.0,4.6439e-07,2.0743e-08,7.4165e-07,1.664e-08,2.5596e-06,4.7374e-08,8.7739e-07,3.3949e-07,4.6678,0.3052,1.6,4.5236,0.14,1.6,4.3384,0.0691,1.984
7375.0,2.236e-08,3.6061e-09,3.6679e-08,3.7445e-09,2.3139e-07,1.1057e-08,3.8838e-07,1.1113e-07,6.4008,0.3084,0.128,4.4257,0.136,0.128,1.1761,0.0513,0.576
7376.0,1.149e-07,1.798e-08,1.1169e-07,1.3032e-08,2.8535e-07,3.8284e-08,0.0,2.3884e-07,0.616,0.1801,-1.344,0.4063,0.0873,-0.704,0.3623,0.0436,-0.64
7377.0,1.3689e-06,1.3076e-07,4.9709e-07,7.4513e-08,5.2593e-07,1.7386e-07,1.7182e-06,2.8451e-06,0.7029,0.2056,0.128,0.5997,0.1054,0.0,0.4465,0.0504,0.448
7378.0,5.6435e-08,5.5257e-09,8.6507e-08,5.8959e-09,7.3128e-07,2.0301e-08,6.4273e-06,3.2019e-07,5.2576,0.3389,0.832,4.3574,0.1611,0.896,2.5234,0.0678,1.408
7379.0,5.473e-07,2.8776e-08,6.6092e-07,2.4995e-08,1.54e-06,6.8024e-08,2.3524e-06,7.9606e-07,1.2876,0.2244,4.8,1.1791,0.1109,29.376,0.9979,0.0542,5.632
7381.0,7.3719e-08,1.2903e-08,6.4399e-08,1.167e-08,1.6083e-07,2.936e-08,4.1215e-07,4.3074e-07,0.5742,0.1613,-0.576,0.3367,0.0782,-0.192,0.2805,0.0388,0.384
7386.0,7.3033e-08,2.0824e-08,1.0105e-07,1.5992e-08,5.7091e-07,4.7345e-08,8.2588e-07,5.1714e-07,0.6184,0.1956,-0.704,0.5205,0.0981,-0.576,0.3757,0.0483,-0.32
7387.0,5.9053e-07,3.4115e-08,6.4566e-07,2.6448e-08,9.3247e-07,6.4273e-08,9.8953e-07,7.1128e-07,1.0328,0.1917,0.512,0.9165,0.094,0.704,0.8304,0.0464,1.216
7390.0,1.9013e-06,4.4296e-08,2.1595e-06,4.3757e-08,8.755e-06,1.2513e-07,3.6724e-06,1.0025e-06,2.2565,0.2416,39.616,1.9793,0.1173,39.104,1.8412,0.0579,39.232
7403.0,1.2975e-06,3.7459e-08,1.2366e-06,2.8723e-08,2.4781e-06,8.1263e-08,4.6818e-06,1.1336e-06,1.5206,0.2048,3.968,1.283,0.0997,6.144,1.1404,0.0491,4.608
7404.0,2.0966e-07,2.2778e-08,3.7083e-07,2.449e-08,1.0863e-06,7.0711e-08,0.0,4.7517e-07,0.9904,0.1967,3.904,0.9307,0.0982,1.984,0.7953,0.0486,1.984
7427.0,1.7836e-08,4.3967e-09,2.5029e-08,3.9635e-09,2.021e-07,1.1653e-08,4.0681e-07,1.2185e-07,8.5673,0.3467,0.0,3.474,0.1308,0.192,0.9014,0.0521,0.512
7429.0,6.5239e-07,2.0768e-08,1.1198e-06,1.793e-08,6.165e-06,5.6591e-08,3.2365e-06,4.3918e-07,3.6964,0.2815,14.72,3.4593,0.1293,14.72,2.9399,0.0618,15.04
7430.0,7.0541e-08,2.503e-08,7.5234e-08,2.4431e-08,3.6607e-07,7.2525e-08,2.5449e-07,7.9532e-07,2.2212,0.2383,0.192,1.8863,0.1147,0.192,0.8409,0.0502,0.448
7432.0,9.2001e-08,1.2863e-08,1.801e-07,1.3673e-08,3.8612e-07,3.8027e-08,0.0,2.1944e-07,0.5554,0.1677,-0.384,0.4884,0.0825,-0.192,0.3857,0.0408,0.128
7433.0,3.3908e-07,2.6703e-08,3.7903e-07,2.2083e-08,5.851e-07,5.7225e-08,6.9109e-07,6.6047e-07,0.9197,0.1898,-0.128,0.7187,0.093,-0.064,0.6234,0.0462,0.512
7440.0,2.0683e-08,5.5878e-09,1.757e-08,4.5618e-09,9.1783e-08,1.4861e-08,4.4922e-07,2.5406e-07,5.9164,0.3618,0.0,1.9498,0.1486,0.128,0.5084,0.0675,0.512
7443.0,8.7633e-07,8.0737e-08,8.7891e-07,6.8007e-08,2.2146e-06,2.2491e-07,6.6874e-07,1.9895e-06,1.266,0.2266,14.4,1.2446,0.1143,14.464,0.8852,0.0552,15.04
7446.0,6.7401e-07,1.6715e-08,7.6643e-07,1.534e-08,1.9548e-06,4.5468e-08,1.7519e-06,4.7598e-07,12.8255,0.4076,0.32,12.2163,0.2004,0.384,8.1785,0.0852,1.024
7447.0,1.8665e-08,4.4973e-09,2.7219e-08,3.8451e-09,9.215e-08,9.9139e-09,1.4808e-07,9.376e-08,6.978,0.318,0.0,2.2543,0.1181,0.192,0.5954,0.0496,0.512
7448.0,6.4848e-08,9.2013e-09,2.8537e-08,6.3803e-09,1.6468e-07,1.8391e-08,0.0,2.225e-07,0.7334,0.1946,-0.064,0.6984,0.0953,-0.064,0.5527,0.0464,0.384
7449.0,2.0111e-08,4.3749e-09,4.7224e-08,4.3039e-09,1.2762e-07,1.1705e-08,3.0762e-08,7.4782e-08,4.2018,0.2721,0.064,2.917,0.1228,0.192,0.8478,0.0549,0.512
7451.0,5.137e-07,2.5404e-08,3.6193e-07,1.6192e-08,4.3903e-07,3.839e-08,2.9006e-07,3.5849e-07,1.0401,0.216,5.888,0.8037,0.1064,6.016,0.6424,0.0522,5.248
7452.0,2.4775e-07,1.7705e-08,3.0259e-07,1.9416e-08,6.9775e-07,5.9743e-08,0.0,4.8186e-07,0.7777,0.2159,0.064,0.6291,0.1024,0.256,0.4881,0.0504,0.32
7453.0,2.283e-09,3.1334e-09,8.6637e-09,3.5794e-09,3.8014e-08,1.0707e-08,2.9052e-08,8.6825e-08,1.8068,0.2269,0.0,0.7185,0.1009,0.192,0.2104,0.0477,0.512
7455.0,4.8591e-09,2.7073e-09,2.0381e-08,3.633e-09,1.0193e-07,1.0906e-08,1.8537e-08,6.7557e-08,2.0034,0.2295,0.128,1.6682,0.1099,0.192,0.5346,0.0476,0.512
7456.0,3.5869e-08,4.6243e-09,2.6444e-08,3.8439e-09,3.3649e-07,1.1517e-08,6.7482e-06,2.6196e-07,4.7089,0.2715,0.32,3.1064,0.1212,0.384,1.4508,0.051,0.768
7457.0,7.5968e-07,5.2049e-08,1.3571e-06,4.9253e-08,4.9117e-06,1.6687e-07,1.386e-05,2.4785e-06,2.0242,0.2507,24.448,1.6263,0.1222,24.512,1.2555,0.0587,7.744
7460.0,1.9995e-07,3.403e-08,3.5326e-07,2.9872e-08,6.3568e-07,8.044e-08,3.5367e-07,7.1083e-07,0.9021,0.212,0.128,0.7674,0.1031,0.32,0.6433,0.0507,0.704
7464.0,1.8423e-06,3.8506e-08,3.4566e-06,4.1368e-08,1.6287e-05,1.1461e-07,3.4331e-05,1.2129e-06,5.797,0.3144,16.32,5.5768,0.1543,16.384,5.1073,0.0754,16.704
7469.0,1.1367e-06,2.5412e-08,7.227e-07,1.9411e-08,9.33e-07,4.9195e-08,0.0,5.0476e-07,2.3892,0.2198,2.304,2.1999,0.1074,2.304,2.0198,0.0529,2.688
7472.0,4.0018e-08,5.895e-09,6.299e-08,6.352e-09,6.5834e-07,2.0421e-08,3.0077e-06,3.1154e-07,2.9583,0.2411,1.088,2.014,0.1078,1.216,1.5734,0.0509,1.152
7475.0,8.4e-06,9.1768e-08,1.0143e-05,8.3734e-08,2.0233e-05,2.107e-07,1.4213e-05,1.8869e-06,3.8734,0.2854,8.384,3.6988,0.1412,6.72,3.6681,0.0704,7.168
7477.0,2.5164e-06,5.2635e-08,3.4039e-06,4.5969e-08,8.7357e-06,1.1638e-07,2.5087e-05,1.4749e-06,4.7121,0.2948,15.488,3.9879,0.1404,15.616,3.0553,0.0653,19.904
7481.0,3.643e-07,1.6804e-08,3.3076e-07,1.4986e-08,8.1083e-07,4.136e-08,0.0,2.2761e-07,1.7493,0.212,9.28,1.6155,0.1042,9.344,1.2606,0.0501,9.664
7485.0,1.481e-07,1.6093e-08,9.5631e-08,1.1947e-08,2.8317e-07,3.0352e-08,1.6247e-07,2.7176e-07,0.7801,0.1788,-0.832,0.5637,0.0902,-0.448,0.5148,0.0445,0.064
7486.0,2.7779e-07,2.4833e-08,2.7688e-07,1.8105e-08,7.7151e-07,6.1392e-08,9.6845e-08,5.1211e-07,1.3013,0.232,1.088,1.1741,0.1138,1.088,1.0033,0.0561,1.408
7487.0,3.7862e-07,1.8162e-08,3.0417e-07,1.4133e-08,6.0803e-07,3.9353e-08,0.0,3.8811e-07,1.3035,0.2057,2.688,1.1917,0.1014,1.408,1.0496,0.0498,1.792
7488.0,4.0113e-07,2.2524e-08,4.8279e-07,2.2073e-08,1.8369e-06,6.6162e-08,7.1829e-06,9.6611e-07,2.4323,0.2773,1.024,2.3584,0.1373,1.472,2.1396,0.0677,1.92
7491.0,9.0369e-06,4.2261e-08,1.392e-05,4.1979e-08,6.811e-05,1.3574e-07,0.00021686,1.3965e-06,24.3492,0.5551,2.752,23.1527,0.271,2.88,19.2785,0.1239,3.392
7493.0,8.8847e-07,5.3136e-08,7.9966e-07,4.8401e-08,1.2698e-06,1.4311e-07,3.0326e-07,1.18e-06,0.5403,0.1969,-0.128,0.4504,0.0985,0.064,0.4128,0.0501,0.128
7494.0,2.6828e-07,1.2969e-08,3.2081e-07,1.1775e-08,5.1216e-07,3.1065e-08,5.67e-07,3.1978e-07,2.0949,0.2284,0.64,1.9852,0.1135,0.832,1.808,0.0558,1.344
7495.0,8.8224e-09,3.7237e-09,1.2222e-08,3.1663e-09,3.8879e-08,8.1902e-09,7.9207e-08,9.7936e-08,0.9923,0.1886,0.0,0.5583,0.0869,0.192,0.2674,0.041,0.576
7496.0,0.0,5.6617e-09,2.7433e-08,8.0681e-09,1.6703e-07,2.8627e-08,9.9507e-08,1.8969e-07,0.8363,0.2275,-0.192,0.7129,0.1111,0.0,0.4939,0.0541,0.448
7497.0,1.5082e-06,3.2799e-08,1.2194e-06,2.5506e-08,2.6207e-06,7.3004e-08,1.9323e-06,7.4013e-07,2.482,0.2488,18.752,2.0054,0.1187,18.816,1.6168,0.0568,19.136
7500.0,2.1616e-07,2.33e-08,2.8171e-07,2.5184e-08,1.036e-06,7.1916e-08,0.0,3.8585e-07,1.0898,0.2215,2.048,0.7347,0.105,2.624,0.6991,0.0534,2.56
7502.0,1.5358e-06,4.3184e-08,1.6417e-06,3.6227e-08,3.7776e-06,9.6756e-08,3.2478e-06,9.7875e-07,2.2042,0.2393,77.76,2.0481,0.1185,77.76,1.5861,0.0564,78.144
7503.0,4.018e-06,4.7463e-08,3.8441e-06,4.1367e-08,1.0338e-05,1.1731e-07,1.5316e-05,1.3712e-06,4.9192,0.3055,63.488,4.6285,0.1502,63.616,4.0201,0.0717,64.192
7504.0,4.6197e-07,1.9108e-08,4.4018e-07,1.3666e-08,1.082e-06,4.0484e-08,1.32e-06,4.4454e-07,2.4254,0.2491,0.128,2.1171,0.1212,0.256,1.5746,0.0572,0.96
7508.0,4.8623e-09,2.8595e-09,1.1109e-08,3.1705e-09,4.9576e-08,9.4291e-09,6.0287e-08,1.0271e-07,3.4767,0.2521,0.0,0.9999,0.0974,0.192,0.2921,0.0434,0.512
7509.0,1.1017e-07,1.0596e-08,8.1548e-08,7.8577e-09,8.7468e-08,2.0102e-08,0.0,2.9496e-07,1.0328,0.2001,-0.064,0.8038,0.0971,0.128,0.531,0.0473,0.576
7514.0,9.1002e-09,3.2234e-09,1.1436e-08,3.2793e-09,5.6696e-08,9.3853e-09,0.0,7.5433e-08,2.5975,0.2384,0.128,1.2444,0.1032,0.192,0.3231,0.0451,0.512
7515.0,2.9513e-06,1.1231e-07,2.097e-06,7.2198e-08,5.2295e-06,1.6936e-07,1.3588e-05,2.1646e-06,3.2372,0.2497,8.64,2.806,0.1229,9.088,2.7597,0.0608,9.344
7517.0,5.9499e-08,9.3497e-09,6.2786e-08,7.508e-09,1.2092e-07,2.218e-08,0.0,2.9565e-07,0.8541,0.2017,0.0,0.7106,0.1002,0.0,0.5425,0.0493,0.512
7518.0,1.9261e-07,1.4796e-08,4.8959e-07,1.634e-08,2.8428e-06,4.8915e-08,3.2877e-06,4.4558e-07,3.7771,0.2878,2.816,3.0446,0.1321,1.792,2.5656,0.0631,2.304
7520.0,2.1117e-06,3.6491e-08,2.2425e-06,2.8061e-08,7.3157e-06,7.6214e-08,8.0451e-06,8.0709e-07,2.3494,0.2092,34.624,2.1315,0.1019,35.456,2.0052,0.0502,35.456
7523.0,6.7448e-07,3.656e-08,4.4473e-07,2.6575e-08,5.1801e-07,6.4137e-08,2.5919e-06,1.1394e-06,0.7634,0.1786,-0.384,0.4649,0.0841,-0.256,0.3852,0.0414,0.512
7526.0,4.1145e-09,4.4205e-09,1.1039e-08,4.5474e-09,9.0069e-08,1.3995e-08,6.8816e-07,2.3399e-07,0.6847,0.1938,0.192,0.4352,0.0874,0.192,0.3356,0.0426,0.512
7527.0,2.1851e-06,5.5909e-08,3.2713e-06,5.0926e-08,1.2513e-05,1.5952e-07,2.2935e-05,2.1064e-06,11.9363,0.3923,6.144,11.7292,0.194,6.272,10.7301,0.0934,6.784
7528.0,6.021e-07,6.1432e-08,8.9378e-07,5.5464e-08,1.6039e-06,1.547e-07,3.8865e-06,1.9763e-06,1.0898,0.2248,-0.896,0.7636,0.1091,0.256,0.6904,0.0552,0.064
7529.0,3.9432e-07,1.2738e-08,4.7968e-07,1.1791e-08,1.3941e-06,3.0612e-08,9.8664e-07,2.6669e-07,6.8312,0.3366,1.152,6.2817,0.1636,1.344,5.2588,0.0771,1.6
7530.0,4.7936e-07,8.7188e-09,6.3845e-07,9.9283e-09,1.6924e-06,2.8325e-08,4.6646e-07,1.9447e-07,13.1811,0.4338,1.216,11.7278,0.2069,1.344,9.0978,0.0943,1.792
