trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms
2387.0,1.6181e-06,1.718e-08,3.408e-06,2.3623e-08,9.68e-06,6.5789e-08,7.4606e-06,6.264e-07,4.107,0.329,5.76,3.861,0.161,6.4,3.718,0.08,6.464
2389.0,2.9489e-06,2.3694e-08,5.8157e-06,3.1832e-08,1.5275e-05,8.2844e-08,2.7132e-06,5.6565e-07,3.914,0.329,13.248,3.601,0.161,13.248,3.453,0.079,13.312
2391.0,1.0142e-07,2.3764e-08,2.1062e-07,2.0536e-08,5.4388e-07,5.8377e-08,3.2163e-06,9.9205e-07,0.525,0.192,2.24,0.348,0.092,0.064,0.298,0.045,0.448
2392.0,3.168e-07,1.5887e-08,2.6228e-07,1.7238e-08,4.3766e-07,4.5856e-08,3.0799e-07,5.8383e-07,0.648,0.24,0.64,0.591,0.117,0.704,0.504,0.058,0.704
2393.0,1.3564e-06,1.4577e-08,1.1048e-06,1.5859e-08,1.326e-06,3.5157e-08,1.2175e-06,4.3039e-07,4.388,0.315,2.368,4.212,0.156,2.56,3.75,0.075,3.136
2394.0,8.7989e-07,2.489e-08,1.0817e-06,3.0888e-08,2.8193e-06,8.7003e-08,2.0823e-06,1.0506e-06,1.182,0.233,10.944,1.116,0.115,11.584,0.982,0.056,11.712
2395.0,4.183e-10,2.1537e-09,9.0176e-09,2.1433e-09,3.1302e-08,5.5693e-09,2.1624e-08,8.8974e-08,1.662,0.312,0.0,0.676,0.138,0.064,0.181,0.063,0.704
2401.0,5.0419e-08,1.4847e-08,4.6893e-08,1.6209e-08,1.7277e-07,4.5256e-08,6.6052e-07,7.9981e-07,0.704,0.233,-0.832,0.671,0.115,-0.64,0.49,0.055,-0.064
2405.0,1.2933e-07,2.3089e-08,1.9809e-07,2.3728e-08,8.3646e-07,6.4476e-08,8.0867e-07,8.1964e-07,1.213,0.221,0.064,0.9,0.104,0.192,0.45,0.047,0.896
2408.0,2.5484e-07,1.8732e-08,1.0829e-07,1.6367e-08,1.3044e-07,4.4054e-08,1.3523e-06,1.1263e-06,0.709,0.223,-0.832,0.56,0.108,-0.768,0.42,0.052,-0.32
2412.0,4.6694e-08,1.1235e-08,5.3954e-08,1.0379e-08,0.0,2.2566e-08,1.7528e-05,2.3753e-06,0.707,0.21,-1.216,0.549,0.103,-1.088,0.358,0.049,-0.512
2419.0,7.4022e-08,3.3128e-08,2.8983e-07,3.1372e-08,1.2306e-06,7.6541e-08,1.4638e-06,7.3424e-07,0.729,0.208,2.624,0.55,0.101,2.688,0.441,0.05,1.984
2423.0,1.6614e-07,1.8032e-08,2.4405e-07,1.9673e-08,4.3324e-07,4.3196e-08,2.4242e-08,3.0314e-07,0.708,0.222,1.472,0.519,0.107,1.536,0.438,0.053,1.792
2424.0,3.1482e-08,1.7001e-08,3.9888e-08,2.0464e-08,6.3437e-08,5.5635e-08,1.4241e-06,1.4865e-06,0.619,0.207,-0.256,0.435,0.1,-0.064,0.265,0.048,0.384
2428.0,5.2646e-07,3.0327e-08,1.1892e-06,3.6483e-08,4.4603e-06,9.7334e-08,7.9692e-06,1.2063e-06,2.342,0.28,3.968,2.052,0.137,4.032,1.706,0.065,4.288
2429.0,1.5222e-06,3.7739e-08,3.0961e-06,4.4342e-08,7.9039e-06,1.0653e-07,4.8033e-06,9.1508e-07,1.467,0.239,13.888,1.389,0.118,13.888,1.325,0.059,14.528
2430.0,5.3969e-07,2.2133e-08,4.9371e-07,2.0155e-08,1.1703e-06,5.9035e-08,1.0699e-06,8.6127e-07,0.809,0.225,0.64,0.694,0.11,0.64,0.648,0.055,1.024
2431.0,1.2551e-06,1.8884e-08,2.3998e-06,2.4198e-08,6.7841e-06,6.4104e-08,8.0028e-06,6.3691e-07,43.833,0.894,0.832,35.989,0.409,0.896,20.996,0.161,1.216
2432.0,4.262e-07,2.7188e-08,4.3713e-07,2.3412e-08,1.1899e-06,5.0373e-08,2.0356e-06,5.2334e-07,1.427,0.284,2.048,1.259,0.139,2.24,1.168,0.069,2.24
2434.0,4.7085e-08,1.2263e-08,1.7754e-08,1.2872e-08,7.6343e-08,3.1465e-08,0.0,3.1884e-07,0.678,0.206,0.0,0.553,0.1,0.064,0.212,0.046,0.704
2435.0,1.5438e-06,3.7825e-08,2.2958e-06,4.8328e-08,5.1118e-06,1.2567e-07,7.4318e-07,1.0261e-06,1.533,0.274,172.672,1.386,0.135,172.736,1.156,0.065,174.656
2436.0,9.0835e-07,2.484e-08,1.435e-06,2.7326e-08,6.84e-06,7.3077e-08,1.0259e-05,8.7371e-07,6.714,0.42,2.304,6.076,0.203,2.432,4.59,0.092,2.752
2437.0,9.2955e-08,2.1788e-08,1.1791e-07,2.3325e-08,5.2536e-07,5.5521e-08,1.9367e-07,5.0678e-07,0.648,0.245,1.536,0.485,0.12,-0.64,0.385,0.059,0.896
2438.0,5.5571e-07,2.0749e-08,7.0678e-07,2.4621e-08,1.0169e-06,5.9111e-08,0.0,5.9145e-07,3.041,0.304,7.232,2.847,0.149,7.36,1.883,0.066,7.744
2440.0,4.2378e-07,2.7413e-08,7.5483e-07,3.134e-08,1.4636e-06,8.0085e-08,0.0,5.8644e-07,1.057,0.258,30.464,0.837,0.124,29.056,0.742,0.061,26.88
2441.0,3.7171e-07,2.8059e-08,3.1317e-07,2.9793e-08,8.511e-07,7.4201e-08,3.8316e-06,1.3663e-06,0.53,0.195,0.256,0.384,0.094,0.704,0.355,0.047,0.704
2442.0,7.579e-08,1.5948e-08,9.7395e-08,1.7032e-08,1.6948e-07,4.2782e-08,0.0,6.2641e-07,0.594,0.205,0.448,0.479,0.101,0.64,0.374,0.05,0.768
2443.0,7.0575e-07,3.348e-08,1.414e-06,3.8524e-08,4.1455e-06,9.9885e-08,8.1114e-06,1.341e-06,2.223,0.262,5.952,2.095,0.129,6.528,1.928,0.063,6.848
2446.0,4.4816e-07,1.7386e-08,1.0595e-06,2.0936e-08,4.0623e-06,5.5213e-08,3.4544e-06,5.6293e-07,4.378,0.331,3.456,3.83,0.158,4.096,3.471,0.077,4.288
2447.0,5.1141e-07,3.3458e-08,7.583e-07,3.3874e-08,7.0027e-07,8.5322e-08,1.4742e-06,1.1309e-06,0.815,0.245,20.096,0.552,0.118,-0.384,0.468,0.058,21.056
2448.0,1.3438e-09,3.5817e-09,1.629e-08,3.5261e-09,1.7054e-07,1.0178e-08,5.7825e-07,9.4834e-08,0.845,0.25,0.384,0.755,0.122,0.384,0.647,0.059,0.64
2449.0,4.2555e-09,1.6259e-09,3.7993e-09,1.5842e-09,3.6945e-08,4.8256e-09,2.6869e-07,1.3268e-07,1.251,0.253,0.0,0.591,0.113,0.064,0.167,0.051,0.64
2450.0,2.1851e-06,3.0287e-08,4.0553e-06,3.9897e-08,1.1969e-05,1.0857e-07,9.1136e-06,1.2496e-06,8.277,0.426,66.88,7.569,0.205,66.944,6.567,0.097,67.008
2451.0,1.3711e-06,7.9792e-08,2.1845e-06,7.5592e-08,4.642e-06,1.4726e-07,0.0,6.9238e-07,3.38,0.679,4.288,2.821,0.328,4.416,2.615,0.162,5.056
2452.0,9.8297e-07,2.5911e-08,1.1155e-06,2.3387e-08,1.7447e-06,5.6889e-08,3.234e-07,4.9173e-07,1.178,0.227,3.2,0.993,0.11,5.952,0.88,0.054,6.528
2453.0,3.25e-07,1.7534e-08,4.0163e-07,1.8633e-08,4.3274e-07,4.3302e-08,0.0,4.4603e-07,1.79,0.258,4.224,1.531,0.125,5.824,1.069,0.059,4.8
2454.0,3.9104e-08,1.8248e-08,9.6225e-08,1.5794e-08,1.9201e-07,4.2845e-08,7.8353e-07,6.8144e-07,1.158,0.24,0.0,0.897,0.115,0.192,0.698,0.056,0.832
2458.0,3.8612e-07,1.3362e-08,2.7262e-07,1.5571e-08,4.8729e-07,3.9274e-08,4.0145e-07,5.2955e-07,3.036,0.292,0.448,2.681,0.141,0.576,1.862,0.064,1.216
2460.0,1.5813e-07,1.6845e-08,1.7188e-07,1.4788e-08,2.3214e-07,3.5314e-08,0.0,2.6899e-07,1.288,0.234,0.32,1.044,0.112,0.192,0.825,0.054,0.896
2463.0,1.4276e-08,1.3535e-08,2.7214e-08,1.4567e-08,4.3394e-08,3.5043e-08,7.3567e-08,4.2173e-07,2.392,0.287,0.0,0.588,0.113,0.064,0.178,0.052,0.96
2464.0,6.2208e-09,8.4186e-10,1.3216e-08,1.1088e-09,9.9952e-09,2.434e-09,0.0,7.0326e-08,2.232,0.266,0.064,0.87,0.11,0.064,0.256,0.049,0.064
2472.0,1.2099e-07,1.6908e-08,2.4134e-07,1.8899e-08,8.1463e-07,4.6975e-08,5.5813e-07,5.1253e-07,0.642,0.212,5.76,0.386,0.101,0.0,0.29,0.049,3.072
2476.0,2.43e-06,3.1801e-08,2.6561e-06,2.7525e-08,3.7981e-06,6.2868e-08,5.243e-07,4.5029e-07,2.066,0.271,28.16,1.754,0.131,24.064,1.652,0.065,28.48
2477.0,1.7567e-07,1.9348e-08,6.6509e-07,2.117e-08,1.5949e-06,5.2908e-08,0.0,3.2243e-07,1.528,0.236,2.112,1.306,0.114,2.304,1.278,0.057,2.88
2482.0,7.4783e-07,2.1475e-08,1.2281e-06,2.5241e-08,2.0628e-06,6.8495e-08,1.4784e-07,5.1066e-07,1.405,0.268,3.52,1.32,0.132,4.096,1.18,0.065,2.112
2484.0,3.023e-07,1.8561e-08,4.9721e-07,2.0639e-08,1.7565e-06,5.2859e-08,0.0,3.9635e-07,1.748,0.265,2.24,1.551,0.129,2.368,1.406,0.063,2.368
2485.0,5.3081e-09,2.5386e-09,1.2826e-08,1.9651e-09,3.475e-08,5.3375e-09,0.0,1.0546e-07,1.293,0.282,0.0,0.864,0.133,0.064,0.268,0.06,0.576
2487.0,1.1125e-08,3.8661e-09,1.0229e-08,3.2249e-09,1.123e-07,9.0902e-09,4.5648e-07,1.4902e-07,2.174,0.306,0.064,1.449,0.14,0.128,0.473,0.059,0.512
2495.0,1.2599e-07,2.3644e-08,2.9273e-07,2.2952e-08,1.5099e-06,5.6074e-08,2.4805e-06,5.787e-07,0.776,0.208,2.304,0.695,0.102,4.096,0.634,0.05,4.8
2496.0,4.3327e-08,2.4101e-08,4.378e-08,2.4493e-08,2.6184e-07,5.735e-08,0.0,3.8578e-07,0.675,0.297,-0.384,0.48,0.143,-0.192,0.338,0.069,0.128
2500.0,9.5517e-07,3.2352e-08,1.3453e-06,3.386e-08,3.1261e-06,8.2247e-08,4.8832e-06,1.0032e-06,1.467,0.245,1.216,1.24,0.119,1.792,1.166,0.059,1.728
2502.0,4.6575e-09,2.4588e-09,1.4367e-08,2.6153e-09,1.1607e-07,7.8269e-09,5.1495e-07,1.0998e-07,1.967,0.25,0.0,1.439,0.115,0.192,0.497,0.047,0.896
2504.0,0.0,2.3323e-08,3.0492e-08,1.6624e-08,1.355e-07,4.0407e-08,2.5616e-07,3.9633e-07,3.497,0.286,0.0,1.391,0.112,0.128,0.341,0.047,0.512
2505.0,3.4567e-07,4.648e-08,4.9748e-07,3.7509e-08,1.4256e-06,8.5532e-08,0.0,4.6703e-07,0.79,0.203,0.128,0.686,0.1,0.256,0.528,0.049,9.6
2508.0,7.0995e-08,2.5055e-08,6.1001e-08,2.5295e-08,6.0676e-07,6.9862e-08,4.571e-06,1.478e-06,0.695,0.238,-0.32,0.519,0.114,-0.128,0.348,0.055,0.576
2509.0,3.1659e-07,2.3386e-08,3.052e-07,2.0612e-08,1.5786e-06,5.6683e-08,5.9266e-06,1.0122e-06,2.248,0.255,1.664,1.852,0.121,1.664,1.606,0.059,1.728
2510.0,4.5596e-07,3.9488e-08,7.4936e-07,4.3438e-08,1.8517e-06,1.0374e-07,1.0956e-06,1.0147e-06,0.924,0.224,2.56,0.802,0.11,2.56,0.699,0.054,3.392
2511.0,3.3434e-07,2.1371e-08,3.537e-07,2.408e-08,5.6486e-07,5.4047e-08,0.0,3.5494e-07,2.138,0.262,1.664,1.792,0.124,2.88,1.2,0.057,3.2
2512.0,2.0116e-08,2.504e-09,2.7283e-08,2.6902e-09,1.2308e-07,7.5576e-09,1.4808e-07,8.8124e-08,3.519,0.3,0.0,2.141,0.128,0.064,0.664,0.049,0.32
2513.0,2.0677e-08,1.4748e-08,5.187e-08,1.6449e-08,5.8383e-08,4.2296e-08,1.2361e-06,8.8548e-07,0.946,0.244,-0.128,0.78,0.118,0.0,0.398,0.055,0.384
2514.0,1.0405e-07,3.2764e-09,2.0922e-07,4.4473e-09,8.9344e-07,1.2431e-08,2.1639e-06,1.525e-07,28.405,0.742,0.128,18.152,0.303,0.192,4.732,0.091,0.512
2515.0,6.0911e-08,1.2085e-08,9.8845e-08,1.312e-08,3.1722e-07,3.4586e-08,0.0,2.3023e-07,1.01,0.269,-0.128,0.861,0.132,-0.128,0.713,0.065,0.0
2519.0,9.295e-07,3.2526e-08,1.3508e-06,3.6325e-08,2.6402e-06,9.6663e-08,1.2138e-06,9.5763e-07,1.68,0.275,0.256,1.529,0.136,0.448,1.293,0.066,1.024
2522.0,1.8944e-06,3.6598e-08,2.7495e-06,4.1745e-08,1.0785e-05,1.1088e-07,6.2172e-06,1.136e-06,3.861,0.328,75.52,3.228,0.156,75.648,2.367,0.07,76.416
2523.0,1.8079e-08,3.5367e-09,2.5495e-08,3.0127e-09,1.7712e-07,8.6928e-09,7.4964e-07,1.2367e-07,1.557,0.253,0.384,1.373,0.123,0.448,0.821,0.055,0.96
2528.0,2.7317e-07,4.1017e-08,1.9847e-07,4.3556e-08,3.1555e-07,1.0019e-07,0.0,1.5837e-06,0.71,0.231,1.536,0.507,0.11,1.664,0.387,0.054,2.432
2529.0,4.6333e-08,1.9157e-08,1.2818e-08,1.5515e-08,4.4078e-08,4.13e-08,6.048e-08,5.4789e-07,1.068,0.244,0.0,0.69,0.115,0.0,0.198,0.052,0.576
2530.0,3.9893e-06,3.8761e-08,5.0056e-06,4.7114e-08,9.9589e-06,1.0847e-07,6.3575e-07,7.6171e-07,2.033,0.265,114.624,1.86,0.13,114.624,1.732,0.064,115.2
2533.0,4.5802e-06,3.4029e-08,1.0178e-05,4.8803e-08,4.9174e-05,1.4312e-07,0.00013834,1.5538e-06,10.27,0.502,27.52,8.918,0.237,27.648,7.898,0.112,35.392
2536.0,4.9436e-09,1.449e-09,5.7893e-09,1.6288e-09,1.4777e-08,4.5501e-09,2.1729e-07,1.3533e-07,1.143,0.259,0.0,0.38,0.112,0.192,0.146,0.053,0.256
2537.0,3.9229e-06,2.2376e-08,4.4378e-06,2.3938e-08,1.0097e-05,6.1106e-08,1.2217e-06,3.9399e-07,27.283,0.704,1.152,25.572,0.341,0.512,19.506,0.15,1.28
2541.0,5.8775e-07,3.6773e-08,6.5548e-07,4.1158e-08,1.0891e-06,1.009e-07,3.3714e-06,1.7081e-06,1.27,0.234,0.512,1.201,0.116,0.64,0.881,0.055,1.024
2551.0,0.0,2.9037e-08,1.2198e-07,3.0758e-08,5.5028e-07,8.0682e-08,2.6517e-07,6.297e-07,0.76,0.209,0.0,0.575,0.101,0.128,0.472,0.049,0.576
2560.0,2.1731e-07,3.1704e-08,3.0707e-07,3.1762e-08,1.773e-06,8.0139e-08,4.1375e-06,1.1207e-06,1.08,0.275,2.688,0.935,0.135,2.88,0.794,0.066,3.264
2564.0,3.8731e-08,1.4337e-08,1.7322e-08,1.1974e-08,1.0745e-07,3.1838e-08,7.0079e-07,7.3515e-07,1.933,0.261,0.064,1.147,0.116,0.192,0.359,0.05,0.512
2569.0,2.1843e-07,2.2945e-08,1.9442e-07,2.2964e-08,3.9574e-07,5.6954e-08,8.0555e-07,8.6654e-07,1.158,0.247,0.384,1.026,0.123,0.192,0.85,0.06,0.832
2570.0,4.1369e-07,2.528e-08,9.3189e-07,2.7828e-08,3.7559e-06,6.8975e-08,4.9029e-06,7.5305e-07,2.787,0.302,5.184,2.556,0.147,5.376,2.229,0.071,1.472
2571.0,2.2404e-06,3.3526e-08,3.0479e-06,3.9715e-08,1.2425e-05,1.0856e-07,6.9599e-05,1.839e-06,3.575,0.326,1.28,3.339,0.16,1.408,3.099,0.079,1.472
2581.0,7.6353e-07,4.0462e-08,7.9585e-07,3.484e-08,2.234e-06,8.9284e-08,4.4024e-06,1.2591e-06,1.947,0.272,4.224,1.659,0.131,4.416,1.129,0.06,4.928
2583.0,1.86e-08,1.0061e-08,5.8441e-08,9.652e-09,2.8458e-07,2.6297e-08,1.444e-06,3.4999e-07,9.681,0.446,0.0,4.525,0.169,0.064,1.2,0.063,0.192
2585.0,1.872e-08,2.8849e-09,2.837e-08,3.1214e-09,3.9917e-08,6.999e-09,0.0,7.0083e-08,0.683,0.222,-0.64,0.593,0.109,-0.64,0.393,0.053,-0.256
2586.0,7.7926e-07,2.4249e-08,1.6979e-06,2.5852e-08,7.1913e-06,7.2256e-08,4.8455e-06,6.9006e-07,10.193,0.451,0.768,8.642,0.21,6.592,5.951,0.092,10.368
2589.0,2.2379e-07,2.3652e-08,1.8427e-07,2.4835e-08,3.1342e-07,6.209e-08,9.5934e-07,9.1215e-07,0.881,0.246,0.0,0.725,0.12,0.192,0.622,0.059,0.448
2593.0,7.4088e-07,2.1278e-08,7.1792e-07,2.5261e-08,1.2064e-06,7.1337e-08,1.644e-06,1.123e-06,1.723,0.268,0.832,1.562,0.132,1.024,1.446,0.065,1.664
2597.0,2.5673e-09,1.7087e-09,7.7563e-09,1.7259e-09,5.0127e-08,4.553e-09,4.6502e-08,8.3025e-08,1.625,0.253,0.0,0.883,0.114,0.128,0.271,0.051,0.256
2599.0,4.3734e-09,2.0323e-09,2.8408e-09,1.6894e-09,5.4765e-08,5.7469e-09,7.6941e-07,1.6452e-07,1.879,0.301,0.0,0.78,0.128,0.064,0.309,0.058,0.512
2600.0,6.7581e-07,2.1114e-08,1.3113e-06,2.4987e-08,2.2467e-06,6.2767e-08,0.0,4.9668e-07,1.453,0.246,11.392,1.38,0.12,11.52,1.212,0.058,12.224
2603.0,1.9472e-06,2.5191e-08,2.5951e-06,3.2544e-08,3.5815e-06,8.0722e-08,1.2652e-06,7.4604e-07,3.396,0.356,7.104,3.192,0.175,7.296,3.064,0.087,7.488
2606.0,3.1856e-06,4.6963e-08,5.3925e-06,5.9616e-08,1.9188e-05,1.5412e-07,5.7686e-05,1.9427e-06,2.562,0.298,69.952,2.378,0.146,70.08,2.117,0.071,65.344
2608.0,2.5093e-07,2.4879e-08,2.5857e-07,2.7899e-08,3.4412e-07,6.5982e-08,0.0,5.3794e-07,1.092,0.221,14.208,0.902,0.107,14.272,0.53,0.05,15.936
2610.0,1.3817e-07,1.9828e-08,1.6606e-07,1.6888e-08,6.9813e-07,4.9285e-08,5.3002e-06,1.0412e-06,1.353,0.246,1.024,1.314,0.12,1.088,0.871,0.056,1.28
2611.0,9.8156e-07,1.8619e-08,1.3698e-06,2.1139e-08,6.4384e-06,5.8176e-08,1.8756e-05,7.4151e-07,35.05,0.893,0.64,32.29,0.429,0.704,19.534,0.17,1.088
2614.0,4.2605e-08,2.6927e-09,5.6713e-08,3.3413e-09,3.3378e-07,1.0792e-08,2.4279e-06,1.7977e-07,10.486,0.515,0.064,5.894,0.2,0.192,1.629,0.066,0.832
2615.0,2.844e-09,7.6204e-10,5.1433e-09,9.4617e-10,2.79e-08,2.9906e-09,1.3932e-07,7.1943e-08,2.048,0.271,0.0,0.504,0.105,0.128,0.138,0.048,0.96
2619.0,1.4816e-06,4.4313e-08,1.9959e-06,4.4452e-08,3.8791e-06,1.0591e-07,1.3003e-05,1.4257e-06,0.946,0.231,100.608,0.736,0.112,91.84,0.665,0.055,91.904
2620.0,4.6149e-07,4.2962e-08,5.4495e-07,3.8082e-08,1.0653e-06,7.4832e-08,0.0,5.1385e-07,1.487,0.371,0.256,1.358,0.183,0.256,1.187,0.09,0.512
2623.0,6.5984e-08,1.4025e-08,1.7376e-07,1.6475e-08,9.6195e-07,4.6962e-08,1.2918e-07,3.8855e-07,3.057,0.303,1.792,2.189,0.137,1.92,1.452,0.062,0.832
2628.0,4.0094e-07,1.4207e-08,8.3671e-07,1.4521e-08,2.6431e-06,3.4841e-08,4.3686e-07,2.1524e-07,7.57,0.397,4.736,7.107,0.193,4.8,6.045,0.091,5.056
2632.0,6.8192e-08,1.2585e-08,1.3259e-07,1.442e-08,3.0307e-07,3.9971e-08,3.0409e-07,4.4547e-07,2.425,0.312,0.192,1.944,0.148,0.32,1.122,0.066,0.832
2633.0,2.5133e-08,1.7933e-08,1.3358e-08,1.8167e-08,2.3347e-07,5.2578e-08,0.0,8.373e-07,1.202,0.26,0.0,0.708,0.12,0.128,0.371,0.055,0.256
2634.0,9.1205e-07,3.597e-08,1.1228e-06,4.0593e-08,2.1778e-06,1.0919e-07,4.5635e-06,1.7153e-06,1.467,0.264,11.52,1.374,0.129,11.584,1.12,0.063,11.904
2636.0,2.5555e-07,2.3562e-08,4.5871e-07,2.6141e-08,6.6897e-07,6.597e-08,0.0,4.4521e-07,0.863,0.233,0.768,0.764,0.114,0.832,0.579,0.055,0.96
2640.0,2.8934e-07,2.3178e-08,2.7702e-07,2.0639e-08,5.5322e-07,5.6775e-08,2.405e-06,1.0596e-06,1.294,0.219,14.528,1.105,0.107,12.864,0.89,0.051,14.592
2641.0,2.5918e-07,3.2161e-08,2.9153e-07,3.1321e-08,3.8984e-07,7.9571e-08,1.9546e-06,1.3779e-06,0.678,0.224,0.32,0.422,0.107,0.064,0.379,0.053,0.064
2649.0,9.0389e-09,1.7284e-09,1.9193e-08,1.8229e-09,5.7026e-08,4.8098e-09,9.2153e-08,9.7902e-08,2.458,0.276,0.0,1.355,0.121,0.128,0.353,0.052,0.256
2660.0,4.8701e-07,1.6262e-08,6.2648e-07,1.9487e-08,7.9451e-07,4.8546e-08,0.0,3.4112e-07,1.041,0.235,3.392,0.93,0.115,3.52,0.814,0.057,3.776
2662.0,3.9692e-07,2.3329e-08,5.8325e-07,2.7259e-08,1.9524e-06,7.1408e-08,1.1378e-06,7.0305e-07,1.823,0.294,1.728,1.512,0.143,1.216,1.46,0.07,1.792
2663.0,2.9014e-07,3.2085e-08,4.5938e-07,2.759e-08,9.1444e-07,7.2465e-08,0.0,4.7921e-07,0.863,0.23,0.896,0.651,0.112,1.088,0.471,0.054,1.792
2664.0,4.0229e-07,2.979e-08,5.3455e-07,3.3518e-08,1.2832e-06,8.9371e-08,2.3194e-06,1.3961e-06,0.702,0.216,2.176,0.542,0.104,2.816,0.447,0.052,3.136
2665.0,7.476e-07,2.1295e-08,8.6557e-07,2.6117e-08,1.3567e-06,7.3693e-08,3.2262e-06,1.2014e-06,2.102,0.31,1.6,1.986,0.154,1.664,1.852,0.076,1.792
2671.0,2.3713e-07,2.1256e-08,3.4986e-07,2.4172e-08,2.4691e-07,5.9473e-08,0.0,5.0698e-07,0.522,0.203,0.128,0.379,0.1,1.408,0.291,0.049,1.408
2677.0,9.9363e-08,1.8272e-08,1.389e-07,1.9015e-08,2.6272e-07,4.719e-08,1.1304e-06,7.5559e-07,0.907,0.239,-0.192,0.621,0.115,-0.192,0.518,0.056,0.192
2679.0,5.3814e-08,2.532e-09,6.1251e-08,2.9562e-09,8.3296e-07,1.1829e-08,1.5104e-05,2.8584e-07,13.735,0.514,0.128,12.419,0.245,0.192,3.281,0.076,0.704
2680.0,5.7695e-08,1.754e-08,1.3914e-07,1.9309e-08,5.9502e-08,4.9819e-08,2.319e-06,1.4498e-06,0.967,0.255,0.256,0.906,0.127,0.448,0.788,0.062,0.704
2681.0,6.8167e-07,4.2014e-08,1.2202e-06,4.1317e-08,5.3943e-06,9.7094e-08,0.0,5.6355e-07,1.856,0.258,22.272,1.639,0.127,22.336,1.438,0.062,24.064
2688.0,3.3195e-07,2.3172e-08,5.4955e-07,2.0639e-08,1.705e-06,5.7065e-08,5.7129e-07,5.2923e-07,1.226,0.245,1.792,1.083,0.12,1.024,0.995,0.059,1.792
2690.0,4.0243e-09,1.3783e-09,6.3689e-09,1.4914e-09,6.6678e-08,4.8676e-09,2.3385e-07,1.1361e-07,2.15,0.264,0.0,1.045,0.11,0.192,0.277,0.046,0.384
2691.0,5.516e-08,2.0204e-08,1.0979e-07,1.7782e-08,9.4245e-07,5.629e-08,1.0076e-05,1.1871e-06,0.845,0.235,-0.448,0.592,0.112,-0.32,0.403,0.054,0.448
2693.0,8.1775e-09,1.6626e-09,5.6075e-09,1.6874e-09,4.3321e-08,5.2762e-09,3.6363e-08,1.4114e-07,1.205,0.266,-0.064,0.736,0.123,0.0,0.298,0.057,0.384
2695.0,5.5994e-07,4.4098e-08,8.9061e-07,4.8676e-08,2.011e-06,1.2273e-07,2.6828e-06,1.5563e-06,0.885,0.234,0.0,0.582,0.111,0.128,0.43,0.053,2.24
2696.0,1.4865e-06,3.0238e-08,1.9289e-06,3.3006e-08,3.7026e-06,8.8092e-08,4.595e-07,7.4904e-07,1.262,0.252,16.064,1.151,0.123,12.544,1.097,0.061,12.864
2697.0,4.85e-07,1.8394e-08,4.3722e-07,1.832e-08,1.0489e-06,4.5437e-08,2.1136e-06,6.5823e-07,1.331,0.249,1.664,1.251,0.122,1.792,1.08,0.059,2.368
2700.0,1.6011e-06,3.6537e-08,2.3296e-06,3.6556e-08,7.3493e-06,9.4653e-08,1.1607e-05,1.099e-06,4.172,0.353,53.504,4.057,0.175,53.632,3.844,0.086,54.208
2701.0,0.0,2.8522e-09,1.4666e-08,3.0358e-09,6.7284e-08,8.6526e-09,8.7487e-08,7.5095e-08,0.994,0.239,-0.576,0.681,0.112,-0.384,0.333,0.052,0.384
2703.0,1.3908e-06,3.2127e-08,1.9401e-06,3.362e-08,7.4278e-06,8.4509e-08,1.3048e-05,8.5919e-07,3.9,0.314,0.064,2.889,0.144,0.192,1.517,0.063,28.096
2706.0,4.8077e-07,1.8763e-08,8.5958e-07,1.9991e-08,2.7548e-06,5.461e-08,2.2564e-06,5.7392e-07,2.183,0.28,2.048,1.93,0.136,2.24,1.837,0.067,1.856
2709.0,5.7344e-07,2.929e-08,1.1408e-06,2.9998e-08,4.2369e-06,7.1069e-08,1.526e-06,5.5825e-07,2.128,0.273,2.112,1.988,0.135,1.792,1.964,0.067,2.496
2711.0,1.8952e-06,3.0218e-08,1.2951e-06,3.2939e-08,1.0878e-06,8.4301e-08,1.1341e-06,1.208e-06,1.082,0.225,1.472,0.906,0.108,1.6,0.801,0.053,2.368
2715.0,3.8853e-08,3.606e-09,5.612e-08,3.8454e-09,7.9728e-07,1.445e-08,1.3292e-05,2.9181e-07,10.474,0.499,0.256,8.902,0.236,0.256,3.094,0.08,0.768
2719.0,8.8815e-08,1.3378e-08,1.2043e-07,1.4141e-08,4.0303e-07,3.852e-08,2.3026e-08,3.1274e-07,1.876,0.264,0.128,1.243,0.12,0.128,0.552,0.052,0.512
2725.0,2.118e-08,1.6965e-08,9.5644e-08,1.744e-08,3.0113e-07,4.5624e-08,1.7196e-06,6.7666e-07,0.651,0.213,-0.832,0.514,0.103,-0.704,0.358,0.05,-0.384
2727.0,2.5874e-07,3.0301e-08,1.8976e-07,2.5841e-08,6.0326e-07,7.2571e-08,5.4278e-06,1.6707e-06,0.546,0.214,-0.768,0.451,0.104,-0.704,0.354,0.051,41.664
2728.0,9.2977e-08,1.7107e-08,1.2155e-07,1.7399e-08,1.0019e-06,4.7519e-08,7.7544e-06,8.2951e-07,2.873,0.308,0.256,2.569,0.15,0.256,1.676,0.067,0.832
