SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id
GRB 960620,1996-06-20,206.88,27.78,1996-06-20 05:25:35.562,206.88,27.78,0.0,,5507.0,5.3801000000000006e-08,Below Threshold,19535.562,False,960620
GRB 960621A,1996-06-21,357.19,10.86,1996-06-21 02:20:12.426,357.19,10.86,0.0,,5508.0,3.9129000000000006e-08,Below Threshold,8412.426,False,960621C
GRB 960621C,1996-06-21,290.5,25.34,1996-06-21 06:34:45.834,290.5,25.34,0.0,,5510.0,3.63743e-07,Below Threshold,23685.834,False,960621B
GRB 960623A,1996-06-23,180.78,7.59,1996-06-23 01:18:48.522,180.78,7.59,0.0,,5512.0,5.162870000000001e-06,Below Threshold,4728.522,False,960623
GRB 960623B,1996-06-23,287.04,-45.580000000000005,1996-06-23 03:20:38.858,287.04,-45.58,0.0,,5513.0,1.169162e-07,Below Threshold,12038.858,False,960623D
GRB 960623D,1996-06-23,358.99999999999994,0.05,1996-06-23 18:10:43.530,359.0,0.05,0.0,,5515.0,4.29717e-07,Below Threshold,65443.53,False,960623B
GRB 960624B,1996-06-24,98.96,32.05,1996-06-24 03:26:13.450,98.96,32.05,0.0,,5517.0,1.8959000000000002e-07,Below Threshold,12373.45,False,960624
GRB 960625,1996-06-25,110.59,-8.209999999999999,1996-06-25 04:42:26.890,110.59,-8.21,0.0,,5518.0,7.40661e-07,Below Threshold,16946.89,False,960625
GRB 960628,1996-06-28,326.98,48.28,1996-06-28 05:20:22.730,326.98,48.28,0.0,,5523.0,6.881e-07,Below Threshold,19222.73,False,960628
GRB 960702A,1996-07-02,108.65999999999998,19.43,1996-07-02 00:59:09.898,108.66,19.43,0.0,,5524.0,1.2859100000000004e-07,Below Threshold,3549.898,False,960702B
GRB 960703A,1996-07-03,4.620833333333333,-7.75,1996-07-03 13:42:53.898,4.62,-7.75,0.001,,5526.0,2.01765e-06,Below Threshold,49373.898,False,960703B
GRB 960707A,1996-07-07,320.94999999999993,82.51,1996-07-07 10:16:40.266,320.95,82.51,0.0,,5530.0,3.258743e-07,Below Threshold,37000.266,False,960707
GRB 960707B,1996-07-07,189.27,-1.78,1996-07-07 12:24:53.450,189.27,-1.78,0.0,,5531.0,4.423990000000001e-07,Below Threshold,44693.45,False,960707C
GRB 960713B,1996-07-13,169.28999999999996,85.45,1996-07-13 19:45:32.874,169.29,85.45,0.0,,5538.0,3.86966e-07,Below Threshold,71132.874,False,960713
GRB 960715A,1996-07-15,3.4291666666666667,35.5,1996-07-15 00:48:26.826,3.43,35.5,0.001,,5539.0,1.57789e-07,Below Threshold,2906.826,False,960715
GRB 960715B,1996-07-15,81.75999999999999,48.84,1996-07-15 07:33:13.034,81.76,48.84,0.0,,5540.0,4.97929e-07,Below Threshold,27193.034,False,960715B
GRB 960715C,1996-07-15,312.98999999999995,51.86,1996-07-15 11:19:14.890,312.99,51.86,0.0,,5541.0,3.6809300000000004e-07,Below Threshold,40754.89,False,960715C
GRB 960716,1996-07-16,55.42,-10.53,1996-07-16 02:14:09.098,55.42,-10.53,0.0,,5542.0,9.65697e-07,Below Threshold,8049.098,False,960716
GRB 960720,1996-07-20,262.43,49.330000000000005,1996-07-20 11:36:52.938,262.43,49.33,0.0,,5545.0,2.92816e-07,Below Threshold,41812.938,False,960720
GRB 960722A,1996-07-22,228.82,10.489999999999998,1996-07-22 00:27:01.194,228.82,10.49,0.0,,5546.0,2.430504000000001e-07,Below Threshold,1621.194,False,960722B
GRB 960722C,1996-07-22,29.64,31.67,1996-07-22 07:05:06.506,29.64,31.67,0.0,,5548.0,1.52505e-06,Below Threshold,25506.506,False,960722
GRB 960723,1996-07-23,94.98999999999998,43.25,1996-07-23 04:46:01.930,94.99,43.25,0.0,,5551.0,5.4552e-07,Below Threshold,17161.93,False,960723
GRB 960730A,1996-07-30,277.94,-56.54,1996-07-30 19:35:08.234,277.94,-56.54,0.0,,5554.0,1.304912e-06,Below Threshold,70508.234,False,960730
GRB 960730B,1996-07-30,150.01,25.41,1996-07-30 20:33:18.026,150.01,25.41,0.0,,5555.0,3.140690000000001e-07,Below Threshold,73998.026,False,960730B
GRB 960802,1996-08-02,249.52,30.53,1996-08-02 22:06:59.786,249.52,30.53,0.0,,5559.0,1.059584e-07,Below Threshold,79619.786,False,960802
GRB 960804B,1996-08-04,218.67,68.2,1996-08-04 23:28:55.754,218.67,68.2,0.0,,5563.0,7.36321e-07,Below Threshold,84535.754,False,960804
GRB 960806A,1996-08-06,319.98,1.03,1996-08-06 16:18:33.290,319.98,1.03,0.0,,5565.0,4.2038e-08,Below Threshold,58713.29,False,960806B
GRB 960806B,1996-08-06,182.93,-2.19,1996-08-06 22:28:29.770,182.93,-2.19,0.0,,5566.0,1.321918e-06,Below Threshold,80909.77,False,960806
GRB 960807,1996-08-07,157.53,32.13,1996-08-07 19:49:26.346,157.53,32.13,0.0,,5567.0,4.48258e-06,Below Threshold,71366.346,False,960807
GRB 960808,1996-08-08,85.25,37.02,1996-08-08 16:42:03.850,85.25,37.02,0.0,,5568.0,4.050213e-06,Below Threshold,60123.85,False,960808
GRB 960810A,1996-08-10,185.29,-34.6,1996-08-10 06:49:31.594,185.29,-34.6,0.0,,5569.0,1.521594e-07,Below Threshold,24571.594,False,960810B
GRB 960812,1996-08-12,97.01999999999998,39.0,1996-08-12 14:04:25.098,97.02,39.0,0.0,,5571.0,9.29969e-08,Below Threshold,50665.098,False,960812
GRB 960813A,1996-08-13,89.82,14.91,1996-08-13 05:46:09.994,89.82,14.91,0.0,,5572.0,1.008792e-07,Below Threshold,20769.994,False,960813
GRB 960813B,1996-08-13,186.97,41.96,1996-08-13 21:47:18.090,186.97,41.96,0.0,,5573.0,1.547497e-07,Below Threshold,78438.09,False,960813B
GRB 960814,1996-08-14,192.49,-48.55,1996-08-14 16:20:47.946,192.49,-48.55,0.0,,5574.0,6.989600000000001e-07,Below Threshold,58847.946,False,960814
GRB 960815,1996-08-15,265.33,-58.01,1996-08-15 10:00:27.082,265.33,-58.01,0.0,,5575.0,1.1455600000000005e-06,Below Threshold,36027.082,False,960815
GRB 960819,1996-08-19,87.1,50.77,1996-08-19 20:36:22.346,87.1,50.77,0.0,,5581.0,9.105100000000001e-08,Below Threshold,74182.346,False,960819
GRB 960824,1996-08-24,351.2399999999999,65.67,1996-08-24 01:41:50.922,351.24,65.67,0.0,,5585.0,2.3146e-06,Below Threshold,6110.922,False,960824
