name,ra_deg,dec_deg,redshift,lumdist_mpc,type,discover_date,fluence_j_m2,Bruno_Trigger
GRB 910518B,249.02,-11.77,,,LGRB,1991/05/18,,False
GRB 910521A,108.92999999999998,-33.75,,,LGRB,1991/05/21,,False
GRB 910522,137.71999999999997,-50.89,,,LGRB,1991/05/22,,False
GRB 910523A,106.98999999999998,0.3611111111111111,,,LGRB,1991/05/23,,False
GRB 910523B,352.9599999999999,24.89,,,LGRB,1991/05/23,,False
GRB 910525,216.03,-62.82,,,LGRB,1991/05/25,,False
GRB 910528,240.59,43.97,,,LGRB,1991/05/28,,False
GRB 910529,205.43,-27.4,,,LGRB,1991/05/29,,False
GRB 910601,310.11999999999995,32.34,,,LGRB,1991/06/01,,False
GRB 910602B,142.76000000000002,53.99,,,LGRB,1991/06/02,,False
GRB 910607A,78.75999999999999,-9.36,,,LGRB,1991/06/07,,False
GRB 910612,337.06999999999994,15.42,,,LGRB,1991/06/12,,False
GRB 910614A,174.74999999999997,-12.95,,,LGRB,1991/06/14,,False
GRB 910619,21.17,-36.57,,,LGRB,1991/06/19,,False
GRB 910620A,67.91999999999999,22.5,,,LGRB,1991/06/20,,False
GRB 910620B,65.80999999999999,65.97,,,LGRB,1991/06/20,,False
GRB 910621A,326.86999999999995,-8.44,,,LGRB,1991/06/21,,False
GRB 910621B,226.92,-12.44,,,LGRB,1991/06/21,,False
GRB 910622,8.458333333333332,-32.8,,,LGRB,1991/06/22,,False
GRB 910627,197.99,-2.48,,,LGRB,1991/06/27,,False
GRB 910629A,69.23999999999998,-58.42,,,LGRB,1991/06/29,,False
GRB 910629B,63.51999999999999,8.4,,,LGRB,1991/06/29,,False
GRB 910630,304.69999999999993,35.13,,,LGRB,1991/06/30,,False
GRB 910701,61.34999999999999,-53.42,,,LGRB,1991/07/01,,False
GRB 910702A,255.06999999999996,29.05,,,LGRB,1991/07/02,,False
GRB 910706,256.63,-43.69,,,LGRB,1991/07/06,,False
GRB 910708,12.09,15.12,,,LGRB,1991/07/08,,False
GRB 910709,172.76999999999998,81.67,,,LGRB,1991/07/09,,False
GRB 910712,303.63,-57.09,,,LGRB,1991/07/12,,False
GRB 910714,242.52,22.19,,,LGRB,1991/07/14,,False
GRB 910717A,249.83999999999995,-58.21,,,LGRB,1991/07/17,,False
GRB 910718A,350.54,59.74,,,LGRB,1991/07/18,,False
GRB 910718B,82.79999999999998,22.78,,,LGRB,1991/07/18,,False
GRB 910719,245.85,28.46,,,LGRB,1991/07/19,,False
GRB 910721B,315.52000000000004,-14.29,,,LGRB,1991/07/21,,False
GRB 910725B,273.17999999999995,14.13,,,LGRB,1991/07/25,,False
GRB 910730A,249.54,-75.22,,,LGRB,1991/07/30,,False
GRB 910730C,313.88,16.93,,,LGRB,1991/07/30,,False
GRB 910802B,199.57,-53.42,,,LGRB,1991/08/02,,False
GRB 910805,313.27,-51.3,,,LGRB,1991/08/05,,False
GRB 910807,153.84999999999997,6.49,,,LGRB,1991/08/07,,False
GRB 910809A,237.39,38.82,,,LGRB,1991/08/09,,False
GRB 910809B,195.43,19.37,,,LGRB,1991/08/09,,False
GRB 910809C,281.96,64.74,,,LGRB,1991/08/09,,False
GRB 910813,39.41,-64.49,,,LGRB,1991/08/13,,False
GRB 910814A,58.00999999999999,45.22,,,LGRB,1991/08/14,,False
